aba,linha,sku,sku_shopify,tipo,kit_n,caixa,peso_kg,invoice,cotacoes,escolhida,frete_antigo,frete_novo,obs
06_STARA,27,7310-4832,7310-4832,unit,1,0.0x0.0x0.0,,13.67442,,,,25.0,sem peso/dims → default
06_STARA,28,6424-4008,6424-4008,unit,1,0.0x0.0x0.0,,1.93752,,,,25.0,sem peso/dims → default
06_STARA,29,6112-4193,6112-4193,unit,1,0.0x0.0x0.0,,2.68272,,,,25.0,sem peso/dims → default
06_STARA,30,6117-4294,6117-4294,unit,1,0.0x0.0x0.0,,1.242,,,,25.0,sem peso/dims → default
06_STARA,31,6424-4092,6424-4092,unit,1,0.0x0.0x0.0,,101.576349,,,,25.0,sem peso/dims → default
06_STARA,32,8031-4008,8031-4008,rateio caixa 10,1,11.5x23.4x10.0,0.25,21.43692,Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$21.05 (7d) | Correios Sedex: R$39.42 (3d),Jadlog Jadlog Package → R$31.90/10,19.98,3.19,
06_STARA,33,8031-4008,8031-4008-KIT10,kit,10,25.0x26.0x55.0,2.5,214.3692,Jadlog Jadlog Package: R$31.90 (8d) | Correios PAC: R$47.45 (7d) | Correios Sedex: R$84.37 (3d),Jadlog Jadlog Package,,31.9,
06_STARA,34,10110-4158,10110-4158,unit,1,0.0x0.0x0.0,,1.87542,,,,25.0,sem peso/dims → default
06_STARA,35,6112-4192,6112-4192,unit,1,0.0x0.0x0.0,,3.75084,,,,25.0,sem peso/dims → default
06_STARA,36,6117-4251,6117-4251,unit,1,0.0x0.0x0.0,,11.06622,,,,25.0,sem peso/dims → default
06_STARA,37,6123-4126,6123-4126,unit,1,0.0x0.0x0.0,,3.37824,,,,25.0,sem peso/dims → default
06_STARA,38,6424-4003,6424-4003,unit,1,0.0x0.0x0.0,,6.06096,,,,25.0,sem peso/dims → default
06_STARA,39,6424-4013,6424-4013,rateio caixa 25,1,10.0x54.0x7.0,0.2,8.23446,Jadlog Jadlog Package: R$17.89 (8d) | Correios PAC: R$22.30 (7d) | Correios Sedex: R$40.43 (3d),Jadlog Jadlog Package → R$98.23/25,19.91,3.93,
06_STARA,40,6424-4013,6424-4013-KIT25,kit,25,50.0x60.0x40.0,5.0,205.8615,Jadlog Jadlog Package: R$98.23 (8d) | Correios PAC: R$153.41 (7d) | Correios Sedex: R$247.82 (3d),Jadlog Jadlog Package,,98.23,
06_STARA,41,6435-3320,6435-3320,unit,1,0.0x0.0x0.0,,6.38388,,,,25.0,sem peso/dims → default
06_STARA,42,6424-4006,6424-4006,unit,1,0.0x0.0x0.0,,5.16672,,,,25.0,sem peso/dims → default
06_STARA,43,6424-4009,6424-4009,unit,1,0.0x0.0x0.0,,4.11102,,,,25.0,sem peso/dims → default
06_STARA,44,6424-4022,6424-4022,unit,1,0.0x0.0x0.0,,3.3534,,,,25.0,sem peso/dims → default
06_STARA,45,6424-4027,6424-4027,unit,1,0.0x0.0x0.0,,4.75686,,,,25.0,sem peso/dims → default
07_GTS,6,IPCX03009065,IPCX03009065,rateio caixa 100,1,2.6x10.0x2.3,0.035,1.4364,Correios Mini Envios: R$14.87 (10d) | Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$18.95 (7d) | Correios Sedex: R$38.41 (3d),Correios Mini Envios → R$25.59/100,,0.26,
07_GTS,7,IPCX03009065,IPCX03009065-KIT100,kit,100,35.0x12.0x35.0,3.5000000000000004,143.64,Jadlog Jadlog Package: R$25.59 (8d) | Correios PAC: R$39.11 (7d) | Correios Sedex: R$66.02 (3d),Jadlog Jadlog Package,,25.59,
07_GTS,8,IPCX03009064,IPCX03009064,rateio caixa 100,1,2.6x10.0x2.3,0.035,1.4364,Correios Mini Envios: R$14.87 (10d) | Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$18.95 (7d) | Correios Sedex: R$38.41 (3d),Correios Mini Envios → R$25.59/100,,0.26,
07_GTS,9,IPCX03009064,IPCX03009064-KIT100,kit,100,35.0x12.0x35.0,3.5000000000000004,143.64,Jadlog Jadlog Package: R$25.59 (8d) | Correios PAC: R$39.11 (7d) | Correios Sedex: R$66.02 (3d),Jadlog Jadlog Package,,25.59,
07_GTS,10,IPCX05009034,IPCX05009034,rateio caixa 75,1,4.0x4.0x5.0,0.06,2.8512,Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$18.95 (7d) | Correios Sedex: R$38.41 (3d),Jadlog Jadlog Package → R$27.85/75,,0.37,
07_GTS,11,IPCX05009034,IPCX05009034-KIT75,kit,75,25.0x25.0x17.0,4.5,213.84,Jadlog Jadlog Package: R$27.85 (8d) | Correios PAC: R$40.96 (7d) | Correios Sedex: R$79.84 (3d),Jadlog Jadlog Package,,27.85,
07_GTS,12,IPCX03007010,IPCX03007010-KIT20,kit,20,7.0x35.0x45.0,1.5,67.0,Jadlog Jadlog Package: R$19.94 (8d) | Correios PAC: R$26.47 (7d) | Correios Sedex: R$50.57 (3d),Jadlog Jadlog Package,,19.94,
07_GTS,13,IPCX03007010,IPCX03007010-KIT50,kit,50,18.0x35.0x20.0,3.75,167.5,Jadlog Jadlog Package: R$25.78 (8d) | Correios PAC: R$39.11 (7d) | Correios Sedex: R$66.02 (3d),Jadlog Jadlog Package,,25.78,
07_GTS,14,IPCX03007010,IPCX03007010-KIT100,kit,100,35.0x35.0x20.0,7.5,335.0,Jadlog Jadlog Package: R$39.01 (8d) | Correios PAC: R$65.33 (7d) | Correios Sedex: R$99.79 (3d),Jadlog Jadlog Package,,39.01,
07_GTS,15,IPCX03006056,IPCX03006056,rateio caixa 60,1,3.0x8.3x2.0,0.035,3.4236,Correios Mini Envios: R$14.87 (10d) | Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$18.95 (7d) | Correios Sedex: R$38.41 (3d),Correios Mini Envios → R$24.53/60,,0.41,
07_GTS,16,IPCX03006056,IPCX03006056-KIT60,kit,60,35.0x18.0x8.0,2.1,205.416,Jadlog Jadlog Package: R$24.53 (8d) | Correios PAC: R$30.50 (7d) | Correios Sedex: R$60.61 (3d),Jadlog Jadlog Package,,24.53,
07_GTS,17,IPCX03006047,IPCX03006047,rateio caixa 50,1,4.5x9.5x1.8,0.042,3.564,Correios Mini Envios: R$14.87 (10d) | Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$18.95 (7d) | Correios Sedex: R$38.41 (3d),Correios Mini Envios → R$24.31/50,,0.49,
07_GTS,18,IPCX03006047,IPCX03006047-KIT50,kit,50,25.0x12.0x25.0,2.1,178.2,Jadlog Jadlog Package: R$24.31 (8d) | Correios PAC: R$30.50 (7d) | Correios Sedex: R$60.61 (3d),Jadlog Jadlog Package,,24.31,
05_JOHN_DEERE,36,KK31823,KK31823-KIT25,kit,25,33.6x38.0x4.0,4.375,180.0,Jadlog Jadlog Package: R$27.57 (8d) | Correios PAC: R$40.96 (7d) | Correios Sedex: R$79.84 (3d),Jadlog Jadlog Package,,27.57,
05_JOHN_DEERE,38,KK31824,KK31824-KIT25,kit,25,33.4x27.0x4.0,,120.0,Jadlog Jadlog Package: R$18.05 (8d) | Correios PAC: R$22.30 (7d) | Correios Sedex: R$40.43 (3d),Jadlog Jadlog Package,,18.05,
05_JOHN_DEERE,40,KK31825,KK31825-KIT25,kit,25,33.0x16.2x4.0,,100.0,Jadlog Jadlog Package: R$16.74 (8d) | Correios PAC: R$21.05 (7d) | Correios Sedex: R$39.42 (3d),Jadlog Jadlog Package,,16.74,
