resultado,tiny_id,codigo,detalhe
alterar-ok,349112136,5.1621.0680005.0,R$1369.59 custo R$767.55
alterar-ok,349112140,5.1302.0565122.0,R$1888.89 custo R$1096.50
criar-ok,,ACW0551840-KIT25,CONDUTOR SEMENTES P/SENSOR — Kit 25 unidades
criar-ok,,ACX2865730-KIT60,TAMPA DO MODULO SRM — Kit 60 unidades
